qT,Q,dEECimprovSim,dEECimprovNLO
0.4832801721026123,100.0,118.97279513296147,145.48894689233512
0.4832801721026123,200.0,431.4294345668447,519.3471967542391
0.5643739198611265,50.0,32.99119466034222,41.09392830351571
0.5643739198611265,100.0,118.40026205312589,144.75527442578027
0.5643739198611265,200.0,429.4436154587282,516.850810679811
0.6590750868872474,50.0,32.765897370354445,40.79868121391774
0.6590750868872474,100.0,117.62783452608556,143.76582674635767
0.6590750868872474,200.0,426.76364902408915,513.4829834972845
0.7696669794067008,50.0,32.46322251851401,40.402261350703014
0.7696669794067008,100.0,116.58969526389282,142.43669940159282
0.7696669794067008,200.0,423.16029026178296,508.95685680970655
0.8988160392874609,50.0,32.058734890521116,39.87289807840504
0.8988160392874609,100.0,115.2015784690589,140.66070014214358
0.8988160392874609,200.0,418.3394479768715,502.9051446863951
1.0496361336732252,50.0,31.52198299301603,39.171146280942295
1.0496361336732252,100.0,113.35816577437015,138.30430337680266
1.0496361336732252,200.0,411.932486874749,494.8688406692316
1.2257636323289023,50.0,30.816342627289817,38.249830653338606
1.2257636323289023,100.0,110.93223796198228,135.20701104659327
1.2257636323289023,200.0,403.49218439413755,484.29351641516143
1.4314450828613574,50.0,29.899991029913586,37.05553986759979
1.4314450828613574,100.0,107.77752416618186,131.18566270378608
1.4314450828613574,200.0,392.5008860045597,470.54162185418426
1.6716395977215224,50.0,28.728809467899033,35.532714530820876
1.6716395977215224,100.0,103.7379388616059,126.04713590828116
1.6716395977215224,200.0,378.40000696222893,452.93230842189433
1.9521384216045559,50.0,27.262066248799925,33.631393897465294
1.9521384216045559,100.0,98.66614307425361,119.6130530701654
1.9521384216045559,200.0,360.6512798088366,430.82123047449204
2.2797045620951946,50.0,25.471339880960322,31.319090170485907
2.2797045620951946,100.0,92.4531810121564,111.75835387942293
2.2797045620951946,200.0,338.8360478975553,403.72761095608547
2.662235850143215,50.0,23.351984228027483,28.595648622095055
2.662235850143215,100.0,85.06726889992427,102.46061283427886
2.662235850143215,200.0,312.7881116111792,371.5003431714701
3.108955361862284,50.0,20.934493625184476,25.50738443144038
3.108955361862284,100.0,76.5935315683781,91.84890748699145
3.108955361862284,200.0,282.73428316164075,334.48922455801153
3.6306337928445687,50.0,18.291178005079672,22.15436491303977
3.6306337928445687,100.0,67.26002842252149,80.23292679316485
3.6306337928445687,200.0,249.39575542250452,293.65976414273393
4.239849146579303,50.0,15.533283447246895,18.684558203656746
4.239849146579303,100.0,57.434047816385416,68.09204822565438
4.239849146579303,200.0,213.99700178725115,250.5857398574215
4.951289998230568,50.0,12.796525408614407,15.273128922615825
4.951289998230568,100.0,47.5808112711833,56.01699063945904
4.951289998230568,200.0,178.1518158663467,207.2884869711283
5.782109645659658,50.0,10.218148625737381,12.091932913871894
5.782109645659658,100.0,38.19187735110953,44.61593671963365
5.782109645659658,200.0,143.63983534216487,165.9466542234487
6.752339686501551,50.0,7.912752684206074,9.279057261802517
6.752339686501551,100.0,29.70277215988317,34.41128226455951
6.752339686501551,200.0,112.12260440505796,128.54176444313455
7.88537299290564,50.0,5.954350063824298,6.917743176541244
7.88537299290564,100.0,22.421572550234774,25.754153059136417
7.88537299290564,200.0,84.86083124907542,96.5170995854734
9.208527728773264,50.0,4.369140781278654,5.029720483251022
9.208527728773264,100.0,16.486302398904254,18.77817243963374
9.208527728773264,200.0,62.50357691145941,70.53819151844009
10.753706008311424,50.0,3.1399874810996797,3.5834533101114787
10.753706008311424,100.0,11.864743897567529,13.408195530189706
10.753706008311424,200.0,45.03272852619343,50.45652161989927
12.558163076585398,50.0,2.2201883880220064,2.5134843379513563
12.558163076585398,100.0,8.398851848642463,9.423784667206169
12.558163076585398,200.0,31.907038745226824,35.519723416835696
14.665405557509425,50.0,1.5506096640139833,1.7425961393570066
14.665405557509425,100.0,5.8726310311388366,6.54698597327364
14.665405557509425,200.0,22.330277959518163,24.71639947770979
17.126240426614018,50.0,1.0732037155861671,1.198018669729465
17.126240426614018,100.0,4.069530980782368,4.510635785107155
17.126240426614018,200.0,15.489035123554453,17.056954948315376
19.999999999999996,50.0,0.7380601969204448,0.8188803868971315
19.999999999999996,100.0,2.802344820315325,3.089986991111874
19.999999999999996,200.0,10.676949457045312,11.704700247545231
