# z  EEC
1.547665e-02  1.676218e+00
1.764680e-02  1.577478e+00
2.012130e-02  1.475570e+00
2.294280e-02  1.372804e+00
2.615990e-02  1.269436e+00
2.982810e-02  1.166995e+00
3.401070e-02  1.067006e+00
3.877975e-02  9.696404e-01
4.421755e-02  8.750021e-01
5.041785e-02  7.836027e-01
5.748755e-02  6.966901e-01
6.554865e-02  6.155373e-01
7.474010e-02  5.409339e-01
8.522035e-02  4.733922e-01
9.717040e-02  4.130863e-01
1.107960e-01  3.599645e-01
1.263320e-01  3.136013e-01
1.440465e-01  2.733979e-01
1.642450e-01  2.388091e-01
1.872760e-01  2.091246e-01
2.135360e-01  1.838351e-01
2.434785e-01  1.623451e-01
2.776200e-01  1.442604e-01
3.165485e-01  1.292375e-01
3.609360e-01  1.170859e-01
4.115475e-01  1.077833e-01
4.692555e-01  1.014258e-01
5.307445e-01  1.121879e-01
5.884530e-01  1.292338e-01
6.390645e-01  1.358047e-01
6.834515e-01  1.468536e-01
7.223800e-01  1.620903e-01
7.565215e-01  1.816451e-01
7.864640e-01  2.058306e-01
8.127240e-01  2.351478e-01
8.357550e-01  2.701697e-01
8.559535e-01  3.115714e-01
8.736680e-01  3.601756e-01
8.892040e-01  4.167256e-01
9.028295e-01  4.822861e-01
9.147795e-01  5.576650e-01
9.252600e-01  6.436961e-01
9.344515e-01  7.414936e-01
9.425125e-01  8.517007e-01
9.495820e-01  9.751004e-01
9.557825e-01  1.112209e+00
9.612205e-01  1.263212e+00
9.659895e-01  1.428239e+00
9.701720e-01  1.606958e+00
9.738400e-01  1.799006e+00
9.770570e-01  2.003335e+00
9.798785e-01  2.218461e+00
9.823530e-01  2.444158e+00
9.845230e-01  2.677226e+00
9.864265e-01  2.916926e+00
9.880960e-01  3.160543e+00
9.895600e-01  3.407233e+00
9.908440e-01  3.653639e+00
9.919700e-01  3.897667e+00
9.929575e-01  4.139001e+00
9.938235e-01  4.371605e+00
9.945830e-01  4.600781e+00
9.952490e-01  4.819829e+00
9.958330e-01  5.028396e+00
9.963455e-01  5.227579e+00
9.967950e-01  5.412754e+00
9.971895e-01  5.589313e+00
9.975350e-01  5.751722e+00
9.978380e-01  5.903081e+00
9.981040e-01  6.044593e+00
9.983370e-01  6.170855e+00
9.985415e-01  6.291277e+00
9.987210e-01  6.395686e+00
9.988785e-01  6.489716e+00
9.990165e-01  6.581241e+00
9.991375e-01  6.663539e+00
9.992435e-01  6.719287e+00
9.993365e-01  6.797125e+00
9.994180e-01  6.854605e+00
9.994895e-01  6.891138e+00
9.995525e-01  6.940559e+00
9.996075e-01  6.989433e+00
9.996555e-01  7.014566e+00
9.996980e-01  7.042096e+00
9.997355e-01  7.080951e+00
9.997680e-01  7.111501e+00
9.997965e-01  7.123138e+00
9.998215e-01  7.147104e+00
9.998435e-01  7.131642e+00
9.998630e-01  7.199398e+00
9.998795e-01  7.173808e+00
9.998940e-01  7.218554e+00
9.999070e-01  7.154775e+00
9.999185e-01  7.276765e+00
9.999285e-01  7.137218e+00
9.999375e-01  7.282223e+00
9.999455e-01  7.230545e+00
9.999520e-01  7.256807e+00
9.999580e-01  7.285308e+00
9.999630e-01  7.273850e+00
9.999675e-01  7.085642e+00
9.999715e-01  7.376630e+00
9.999750e-01  7.131774e+00
9.999785e-01  7.520922e+00
9.999810e-01  6.873398e+00
9.999830e-01  7.559293e+00
9.999850e-01  7.414120e+00
9.999870e-01  7.137512e+00
9.999885e-01  7.209351e+00
9.999900e-01  7.371178e+00
9.999915e-01  7.530837e+00
9.999925e-01  7.023612e+00
9.999935e-01  7.110199e+00
9.999945e-01  7.201709e+00
9.999950e-01  7.267761e+00
9.999955e-01  7.468254e+00
9.999960e-01  7.645048e+00
9.999965e-01  7.883805e+00
9.999970e-01  6.328922e+00
9.999970e-01  6.416354e+00
9.999975e-01  8.506996e+00
9.999980e-01  6.427279e+00
9.999980e-01  9.475718e+00
9.999985e-01  6.415544e+00
9.999990e-01  6.318375e+00
